doi,references,subject,authors,affiliations,year,title,link,depth
10.1016/j.ijhcs.2021.102662,"[{'doi': '10.1145/1738826.1738853'}, {'doi': '10.1109/TVCG.2012.40'}, {'doi': '10.1016/j.ergon.2013.05.005'}, {'doi': '10.1007/s10994-006-6226-1'}, {'doi': '10.1007/BF02589501'}, {'doi': '10.1016/j.ijhcs.2010.05.001'}, {'doi': '10.1207/s15327051hci0701_3'}, {'doi': '10.1037/0033-295X.95.3.340'}, {'doi': '10.1109/TRO.2017.2705103'}, {'doi': '10.1016/S0167-9457(01)00058-6'}, {'doi': '10.1080/07370020902819882'}, {'doi': '10.1145/2766448'}, {'doi': '10.1109/TVCG.2015.2459902'}]","['Hardware and Architecture', 'Human-Computer Interaction', 'General Engineering', 'Education', 'Human Factors and Ergonomics', 'Software']","['Jeremy Hartmann', 'Daniel Vogel']","[[], []]",,An examination of mobile phone pointing in surface mapped spatial augmented reality,https://www.sciencedirect.com/science/article/pii/S107158192100080X,0
10.1109/tvcg.2019.2932248,"[{'doi': '10.1587/transinf.2016PCP0015'}, {'doi': '10.1145/2047196.2047254'}, {'doi': '10.1049/PBCE037E'}, {'doi': '10.1145/2858036.2858329'}, {'doi': '10.1109/ISMAR.2014.6948427'}, {'doi': '10.1109/ISMAR.2007.4538845'}, {'doi': '10.1145/2988240.2988242'}, {'doi': '10.1145/2818466.2818485'}, {'doi': '10.1109/SII.2016.7844058'}, {'doi': '10.1109/ISMAR-Adjunct.2017.75'}, {'doi': '10.1109/TVCG.2016.2518038'}, {'doi': '10.1145/1186155.1186180'}, {'doi': '10.1007/s11263-010-0324-z'}, {'doi': '10.1023/B:VISI.0000011205.11775.fd'}, {'doi': '10.1145/2816795.2818111'}, {'doi': '10.1111/cgf.13128'}, {'doi': '10.1145/1409240.1409331'}, {'doi': '10.1177/0278364907080252'}, {'doi': '10.1109/ISMAR.2004.30'}, {'doi': '10.1007/s10055-012-0210-9'}, {'doi': '10.1016/j.patcog.2014.01.005'}, {'doi': '10.1109/CVPR.2010.5540199'}, {'doi': '10.1145/3272127.3275045'}, {'doi': '10.1109/ISMAR.2015.34'}, {'doi': '10.1109/VR.2019.8797850'}, {'doi': '10.1109/TVCG.2016.2592910'}, {'doi': '10.1109/TVCG.2015.2450934'}, {'doi': '10.1145/280814.280861'}]","['Computer Graphics and Computer-Aided Design', 'Computer Vision and Pattern Recognition', 'Signal Processing', 'Software']","['Shingo Kagami', 'Koichi Hashimoto']","[[], []]",,Animated stickies: Fast video projection mapping onto a markerless plane through a direct closed-loop alignment,https://ieeexplore.ieee.org/abstract/document/8821571/,0
10.1080/10447318.2018.1489581,"[{'doi': '10.1080/15252019.2015.1071677'}, {'doi': '10.1089/cpb.2007.9936'}, {'doi': '10.1086/209063'}, {'doi': '10.1016/j.chb.2012.07.023'}, {'doi': '10.1201/b10624'}, {'doi': '10.1016/j.ijhcs.2017.01.002'}, {'doi': '10.22456/2175-2745.8263'}, {'doi': '10.1177/009365000027004003'}, {'doi': '10.1207/S15327027HC1603_1'}, {'doi': '10.1080/10810730.2014.989342'}, {'doi': '10.2105/AJPH.2011.300443'}, {'doi': '10.1016/j.amepre.2012.07.023'}, {'doi': '10.2105/AJPH.94.8.1442'}, {'doi': '10.1080/00273171.2014.962683'}, {'doi': '10.1162/pres.1992.1.2.262'}, {'doi': '10.1016/j.puhe.2006.08.016'}, {'doi': '10.2753/JOA0091-3367400305'}, {'doi': '10.1509/jppm.29.2.265'}, {'doi': '10.1177/0093650214548575'}, {'doi': '10.1016/j.chb.2014.03.067'}, {'doi': '10.1111/j.1468-2885.2004.tb00302.x'}, {'doi': '10.1080/026999300402763'}, {'doi': '10.1037/0022-3514.81.1.146'}, {'doi': '10.1162/105474601300343612'}, {'doi': '10.1037/0033-2909.127.2.267'}, {'doi': '10.1111/jcom.12007'}, {'doi': '10.1080/03637750216541'}, {'doi': '10.1177/0093650202250881'}, {'doi': '10.1089/cpb.2006.9993'}, {'doi': '10.1080/00223980.1975.9915803'}, {'doi': '10.1016/j.chb.2007.11.001'}, {'doi': '10.1111/j.1468-2958.2004.tb00736.x'}, {'doi': '10.1007/978-1-4471-0563-3_30'}, {'doi': '10.1080/08870449008408144'}, {'doi': '10.1177/009365099026002006'}, {'doi': '10.1177/0093650207302787'}, {'doi': '10.1111/j.0272-4332.2004.00433.x'}, {'doi': '10.1016/j.ejor.2005.04.006'}, {'doi': '10.1080/10410236.2012.708633'}, {'doi': '10.1200/JCO.2003.99.049'}, {'doi': '10.20870/IJVR.2010.9.2.2767'}, {'doi': '10.1037/0278-6133.12.4.324'}, {'doi': '10.1016/j.chb.2014.05.040'}, {'doi': '10.1162/105474698565686'}, {'doi': '10.1080/03637759209376276'}, {'doi': '10.1080/03637759409376328'}, {'doi': '10.1080/108107396127988'}, {'doi': '10.1177/109019810002700506'}, {'doi': '10.1177/109019819802500505'}, {'doi': '10.1016/j.compedu.2012.10.024'}]","['Computer Science Applications', 'Human-Computer Interaction', 'Human Factors and Ergonomics']","['Jiyoung Lee', 'Soyoung Jung', 'Ji Won Kim', 'Frank Biocca']","[[{'name': 'S.I. Newhouse School of Public Communications, Syracuse University, Syracuse, NY, USA'}], [{'name': 'S.I. Newhouse School of Public Communications, Syracuse University, Syracuse, NY, USA'}], [{'name': 'S.I. Newhouse School of Public Communications, Syracuse University, Syracuse, NY, USA'}], [{'name': 'S.I. Newhouse School of Public Communications, Syracuse University, Syracuse, NY, USA'}]]",2018.0,"Applying Spatial Augmented Reality to Anti-Smoking Message: Focusing on Spatial Presence, Negative Emotions, and Threat Appraisal",http://dx.doi.org/10.1080/10447318.2018.1489581,0
10.1145/2087756.2087784,"[{'doi': '10.1109/38.963459'}, {'doi': '10.1145/1198555.1198711'}, {'doi': '10.1201/b10624'}, {'doi': '10.1109/MMUL.2005.9'}, {'doi': '10.1109/TABLETOP.2006.3'}, {'doi': '10.1016/j.ijrobp.2007.10.048'}, {'doi': '10.1109/3DUI.2010.5444720'}, {'doi': '10.1016/j.media.2009.02.003'}, {'doi': '10.1109/MCG.2005.124'}, {'doi': '10.1145/1450579.1450608'}]",[],"['Jianlong Zhou', 'Ivan Lee', 'Bruce Thomas', 'Roland Menassa', 'Anthony Farrant', 'Andrew Sansome']","[[{'name': 'University of South Australia, SA, Australia'}], [{'name': 'University of South Australia, SA, Australia'}], [{'name': 'University of South Australia, SA, Australia'}], [{'name': 'General Motors, Michigan'}], [{'name': 'GM Holden Ltd., Victoria, Australia'}], [{'name': 'GM Holden Ltd., Victoria, Australia'}]]",2011.0,Applying spatial augmented reality to facilitate in-situ support for automotive spot welding inspection,http://dx.doi.org/10.1145/2087756.2087784,0
10.1177/1550147718790853,"[{'doi': '10.1201/b10624'}, {'doi': '10.1177/0278364911434148'}, {'doi': '10.1145/2461912.2462012'}, {'doi': '10.1109/ROBOT.2000.844077'}, {'doi': '10.1145/2508363.2508407'}, {'doi': '10.1145/2508363.2508418'}, {'doi': '10.1145/2508363.2508380'}, {'doi': '10.1145/2366145.2366207'}, {'doi': '10.1111/j.1467-8659.2008.01175.x'}, {'doi': '10.1002/9780470061596.risk0299'}, {'doi': '10.1080/10867651.2004.10487596'}]","['Computer Networks and Communications', 'General Engineering']","['Yundong Guo', 'Shu-Chuan Chu', 'Zhenyu Liu', 'Chan Qiu', 'Hao Luo', 'Jianrong Tan']","[[{'name': 'State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China'}], [{'name': 'School of Computer Science, Engineering and Mathematics, Flinders University, Adelaide, SA, Australia'}], [{'name': 'State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China'}], [{'name': 'State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China'}], [{'name': 'School of Aeronautics and Astronautics, Zhejiang University, Hangzhou, China'}], [{'name': 'State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China'}]]",2018.0,A real-time interactive system of surface reconstruction and dynamic projection mapping with RGB-depth sensor and projector,http://dx.doi.org/10.1177/1550147718790853,0
10.4018/978-1-59904-066-0.ch018,[],[],['Bruce H. Thomas'],"[[{'name': 'University of South Australia, Australia'}]]",,A review of augmented reality research for design practice: looking to the future,https://www.designsociety.org/publication/40967/A+Review+of+Augmented+Reality+Research+for+Design+Practice%3A+Looking+to+the+Future,0
10.1109/ismar-adjunct.2017.68,"[{'doi': '10.1145/2984751.2985717'}, {'doi': '10.1145/1358628.1358751'}, {'doi': '10.1145/2559206.2579410'}, {'doi': '10.1177/0278364913501212'}, {'doi': '10.1145/1187297.1187306'}, {'doi': '10.1145/2611009.2611013'}, {'doi': '10.1145/2073370.2073388'}, {'doi': '10.1016/S0031-3203(97)00074-5'}, {'doi': '10.1145/1833349.1778813'}, {'doi': '10.1145/2556288.2557325'}, {'doi': '10.1145/2858036.2858519'}, {'doi': '10.1109/MCS.2014.2320359'}]",[],"['Soichiro Toyohara', 'Shio Miyafuji', 'Hideki Koike']","[[], [], []]",,ARial Texture: Dynamic Projection Mapping on Drone Propellers,https://ieeexplore.ieee.org/abstract/document/8088485/,0
10.1080/21650349.2020.1854122,"[{'doi': '10.1111/j.1467-8691.2010.00560.x'}, {'doi': '10.1023/A:1023980212097'}, {'doi': '10.1017/9781316286302'}, {'doi': '10.1016/j.compind.2020.103308'}, {'doi': '10.1016/j.jretconser.2010.12.011'}, {'doi': '10.1002/acp.1464'}, {'doi': '10.1016/0142-694X(82)90040-0'}, {'doi': '10.1016/B978-008043868-9/50005-X'}, {'doi': '10.1016/j.destud.2003.12.002'}, {'doi': '10.1017/CBO9780511615771'}, {'doi': '10.7551/mitpress/5657.001.0001'}, {'doi': '10.1016/S0142-694X(97)00015-X'}, {'doi': '10.1080/15710880601170826'}, {'doi': '10.1007/978-1-4899-6331-4_1'}, {'doi': '10.1177/0001839213498591'}, {'doi': '10.3406/sotra.1998.1333'}, {'doi': '10.2307/23042808'}, {'doi': '10.1016/S0142-694X(96)00021-X'}, {'doi': '10.1111/j.1467-8691.2010.00552.x'}, {'doi': '10.1109/CSCWD.2013.6581011'}, {'doi': '10.1080/21650349.2013.875488'}, {'doi': '10.1111/j.1540-5885.2009.00684.x'}, {'doi': '10.1007/s00163-002-0016-y'}, {'doi': '10.21278/idc.2018.0504'}, {'doi': '10.1177/026839629400900203'}, {'doi': '10.1007/978-3-642-85098-1_5'}, {'doi': '10.1002/asi.4630320517'}]","['Behavioral Neuroscience', 'Cognitive Neuroscience', 'Experimental and Cognitive Psychology']","['C. Masclet', 'J.-F. Boujut', 'M. Poulin', 'Laetitia Baldaccino']","[[{'name': 'Univ. Grenoble Alpes, CNRS, Grenoble INP*, G-SCOP, Grenoble, France'}], [{'name': 'Univ. Grenoble Alpes, CNRS, Grenoble INP*, G-SCOP, Grenoble, France'}], [{'name': 'Univ. Grenoble Alpes, CNRS, Grenoble INP*, G-SCOP, Grenoble, France'}], [{'name': 'Univ. Grenoble Alpes, CNRS, Grenoble INP*, G-SCOP, Grenoble, France'}]]",2020.0,A socio-cognitive analysis of evaluation and idea generation activities during co-creative design sessions supported by spatial augmented reality,http://dx.doi.org/10.1080/21650349.2020.1854122,0
10.1109/icvr.2011.5971818,"[{'doi': '10.1161/01.STR.27.1.18'}, {'doi': '10.1310/tsr1401-1'}, {'doi': '10.1682/JRRD.2008.04.0052'}, {'doi': '10.1109/TIM.2010.2057750'}, {'doi': '10.1109/TNSRE.2007.891388'}, {'doi': '10.1109/ICUMT.2009.5345442'}]",[],['Younggeun Choi'],[[]],,A spatial augmented reality rehab system for post-stroke hand rehabilitation,https://ebooks.iospress.nl/volumearticle/32476,0
10.1109/hri.2013.6483560,"[{'doi': '10.1201/b10624'}, {'doi': '10.1109/38.963459'}, {'doi': '10.1109/ISMAR.2006.297803'}]",[],"['Florian Leutert', 'Christian Herrmann', 'Klaus Schilling']","[[], [], []]",,A spatial augmented reality system for intuitive display of robotic data,https://ieeexplore.ieee.org/abstract/document/6483560/,0
10.1145/3434074.3447127,"[{'doi': '10.1109/ISMAR-Adjunct51615.2020.00054'}, {'doi': '10.1109/ISMAR-Adjunct51615.2020.00047'}, {'doi': '10.1145/3029798.3038346'}, {'doi': '10.1007/s41449-018-0125-8'}, {'doi': '10.1145/2971648.2971706'}, {'doi': '10.1016/j.cirp.2013.03.095'}, {'doi': '10.1145/642611.642626'}, {'doi': '10.1109/MED.2018.8443028'}, {'doi': '10.1016/j.cirp.2016.04.038'}, {'doi': '10.35784/iapgos.36'}, {'doi': '10.17973/MMSJ.2016_06_201611'}, {'doi': '10.1016/j.procir.2016.01.199'}, {'doi': '10.1016/j.promfg.2018.04.001'}, {'doi': '10.1109/LRA.2016.2535907'}, {'doi': '10.1016/j.procir.2018.03.022'}, {'doi': '10.1109/IECON.2019.8927154'}, {'doi': '10.1007/s41449-018-0125-8'}, {'doi': '10.1145/2971648.2971706'}, {'doi': '10.1145/1358628.1358633'}, {'doi': '10.1061/(ASCE)CP.1943-5487.0000344'}, {'doi': '10.1016/j.procir.2017.02.038'}]",[],"['Jan Schmitt', 'Andreas Hillenbrand', 'Philipp Kranz', 'Tobias Kaupp']","[[{'name': 'University of Applied Sciences, Würzburg-Schweinfurt, Germany'}], [{'name': 'University of Applied Sciences, Schweinfurt, Germany'}], [{'name': 'University of Applied Sciences, Schweinfurt, Germany'}], [{'name': 'University of Applied Sciences, Schweinfurt, Germany'}]]",2021.0,Assisted Human-Robot-Interaction for Industrial Assembly,http://dx.doi.org/10.1145/3434074.3447127,0
10.1002/9781119706847.ch7,"[{'doi': '10.1007/978-3-319-07227-2_53'}, {'doi': '10.1145/2858036.2858450'}]",[],['Julian Alvarez'],[[]],,A Study on Image Processing For Projection Mapping Of Dynamic Projection Surface,no_link,0
10.9728/dcs.2021.22.9.1459,[{'doi': '10.9728/dcs.2017.18.1.123'}],"['General Earth and Planetary Sciences', 'General Environmental Science']","['Hye-Jun Lee', 'Hyung-Gi Kim']","[[], []]",,A Study on Object Movement Responding Projection Mapping,http://journal.dcs.or.kr/xml/30550/30550.pdf,0
10.5772/4924,[],[],['Dongil Han'],[[]],,A Study on Real-Time Projection Mapping for Rotation Object,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE06572252,0
10.12988/ces.2014.49147,[],"['Health, Toxicology and Mutagenesis', 'Computer Networks and Communications', 'Fluid Flow and Transfer Processes', 'General Engineering', 'Social Sciences (miscellaneous)', 'General Materials Science']","['Hyeyoung Yoo', 'Hyunggi Kim']","[[], []]",,A study on the media arts using interactive projection mapping,http://m-hikari.com/ces/ces2014/ces21-24-2014/hyeyoungyooCES21-24-2014.pdf,0
10.1109/ismar.2011.6092372,"[{'doi': '10.1007/978-3-211-99178-7_2'}, {'doi': '10.1109/MPRV.2004.1316826'}, {'doi': '10.1109/MC.2003.1185214'}, {'doi': '10.1109/HICSS.2004.1265653'}, {'doi': '10.1016/j.omega.2006.03.005'}, {'doi': '10.1080/01449290500330331'}, {'doi': '10.1016/j.intcom.2010.04.002'}, {'doi': '10.1145/1460096.1460165'}, {'doi': '10.1109/TVCG.2008.24'}, {'doi': '10.1145/1899475.1899496'}, {'doi': '10.1109/ISMAR.2010.5643560'}, {'doi': '10.1145/511446.511472'}, {'doi': '10.1109/IOT.2010.5678453'}, {'doi': '10.1016/j.cag.2009.06.001'}, {'doi': '10.1145/159544.159555'}, {'doi': '10.2307/30036540'}, {'doi': '10.1007/s11423-007-9037-6'}, {'doi': '10.1016/j.chb.2010.01.006'}, {'doi': '10.1109/ISMAR.2010.5643530'}, {'doi': '10.1007/978-0-387-35404-0_11'}, {'doi': '10.1145/1518701.1518991'}, {'doi': '10.1145/159544.159581'}, {'doi': '10.1145/1866739.1866766'}, {'doi': '10.1016/0749-5978(91)90020-T'}, {'doi': '10.2307/249008'}, {'doi': '10.1109/HICSS.1992.183317'}, {'doi': '10.1109/ISWC.1998.729531'}, {'doi': '10.1109/ISMAR-AMH.2010.5643300'}, {'doi': '10.1145/1508044.1508049'}]",[],"['Thomas Olsson', 'Markus Salo']","[[], []]",,A survey on applications of augmented reality,https://www.academia.edu/download/41839812/400.pdf,0
10.1109/3dui.2010.5444699,"[{'doi': '10.1145/513867.513889'}, {'doi': '10.1109/VISUAL.1999.809883'}, {'doi': '10.1109/MCG.2006.84'}, {'doi': '10.1145/166117.166126'}, {'doi': '10.1145/237170.237289'}, {'doi': '10.1145/1731903.1731920'}, {'doi': '10.1145/1198555.1198711'}]",[],"['Leith K. Y. Chan', 'Henry Y. K. Lau']","[[], []]",,A tangible user interface using spatial augmented reality,https://ieeexplore.ieee.org/abstract/document/5444699/,0
10.1007/978-1-4614-0064-6_1,"[{'doi': '10.1109/38.963459'}, {'doi': '10.1109/ISMAR.2008.4637362'}, {'doi': '10.1109/ISIE.2008.4676964'}, {'doi': '10.1109/VR.2010.5444821'}, {'doi': '10.1162/105474602317343640'}, {'doi': '10.1109/ISUVR.2008.10'}, {'doi': '10.1145/1520340.1520626'}, {'doi': '10.1109/ICCE.2010.5418832'}, {'doi': '10.1109/ISCID.2008.120'}, {'doi': '10.1002/cav.221'}, {'doi': '10.1109/VR.2007.352466'}, {'doi': '10.4108/ICST.AMBISYS2008.2913'}, {'doi': '10.1109/ISMAR.2007.4538824'}, {'doi': '10.1145/1067343.1067357'}, {'doi': '10.1109/ISMAR.2005.37'}, {'doi': '10.1109/MPRV.2010.34'}, {'doi': '10.1109/ISMAR.2007.4538837'}, {'doi': '10.1109/IEMBS.2005.1616080'}, {'doi': '10.1007/978-3-540-73335-5_61'}, {'doi': '10.1109/IEMBS.2006.259707'}, {'doi': '10.1109/ISMAR.2008.4637334'}, {'doi': '10.1109/MMUL.2007.33'}, {'doi': '10.1109/3DUI.2010.5444714'}, {'doi': '10.1007/s00779-007-0187-7'}, {'doi': '10.1109/CSIE.2009.930'}, {'doi': '10.1007/978-3-540-24678-7_6'}, {'doi': '10.1145/1152215.1152261'}, {'doi': '10.1145/634067.634087'}, {'doi': '10.1145/584993.585016'}, {'doi': '10.1089/1092642041255441'}, {'doi': '10.1016/j.compbiomed.2010.01.006'}, {'doi': '10.1109/IEMBS.2010.5627611'}]",[],"['Julie Carmigniani', 'Borko Furht']","[[], []]",2011.0,Augmented Reality: An Overview,http://dx.doi.org/10.1007/978-1-4614-0064-6_1,0
10.1007/978-3-030-10576-1_195,"[{'doi': '10.1016/j.edurev.2016.11.002'}, {'doi': '10.1016/j.chb.2015.12.054'}, {'doi': '10.1109/38.963459'}, {'doi': '10.24846/v19i3y201011'}, {'doi': '10.1145/2485760.2485767'}, {'doi': '10.1080/09523987.2014.889400'}, {'doi': '10.1016/j.chb.2014.04.018'}, {'doi': '10.1016/j.ridd.2014.10.015'}, {'doi': '10.3844/jcssp.2017.581.589'}, {'doi': '10.1109/MPRV.2014.19'}, {'doi': '10.1002/ase.1603'}, {'doi': '10.1016/j.chb.2014.11.093'}, {'doi': '10.1002/ase.1696'}, {'doi': '10.17977/um005v2i12018p009'}, {'doi': '10.3991/ijet.v12i11.7354'}, {'doi': '10.3928/01477447-20141023-05'}, {'doi': '10.1109/HICSS.2013.390'}, {'doi': '10.4018/IJMHCI.2017040101'}, {'doi': '10.1007/s10639-015-9399-z'}, {'doi': '10.1016/j.compedu.2012.10.024'}]",[],['Magdalena Wójcik'],[[]],,Augmented reality in education: current technologies and the potential for education,https://www.sciencedirect.com/science/article/pii/S1877042812023907,0
10.1093/obo/9780199756810-0216,[],[],['Çelebi Uluyol'],[[]],,Augmented reality in education,https://www.academia.edu/download/4810740/ar_edu.pdf,0
10.1089/cyber.2018.0028,"[{'doi': '10.1145/142920.134061'}, {'doi': '10.1145/2642918.2647402'}, {'doi': '10.1201/b10624'}, {'doi': '10.1016/j.chb.2014.03.067'}, {'doi': '10.1109/MC.2012.154'}, {'doi': '10.1007/978-3-319-21067-4_37'}, {'doi': '10.1007/s00464-008-0144-1'}, {'doi': '10.1097/imi.0b013e31827439ea'}, {'doi': '10.3109/02688690903506093'}, {'doi': '10.1007/s11042-010-0660-6'}, {'doi': '10.1109/ISMAR.2007.4538837'}, {'doi': '10.1186/1472-6920-14-S1-S14'}, {'doi': '10.1016/j.surg.2014.09.025'}, {'doi': '10.1162/105474600566808'}, {'doi': '10.1007/s10055-011-0194-x'}, {'doi': '10.1007/978-1-4614-0064-6_28'}, {'doi': '10.1109/ISMAR.2004.14'}, {'doi': '10.1080/14622200701365319'}, {'doi': '10.1097/CEJ.0b013e3282f75e48'}, {'doi': '10.1111/j.1468-2885.2009.01340.x'}, {'doi': '10.1080/15252019.2001.10722055'}, {'doi': '10.1111/j.1468-2958.2007.00299.x'}, {'doi': '10.1111/hcre.12064'}, {'doi': '10.2753/JOA0091-3367400305'}, {'doi': '10.1080/15213260701283079'}, {'doi': '10.1111/j.1468-2885.2004.tb00302.x'}, {'doi': '10.1177/0146167203029007002'}, {'doi': '10.1162/105474601300343621'}, {'doi': '10.1162/105474600566691'}, {'doi': '10.4324/9781410603029'}, {'doi': '10.1177/0146167294206001'}, {'doi': '10.1016/j.jbusres.2005.03.011'}, {'doi': '10.1177/0093650214565916'}, {'doi': '10.1348/014466609X425337'}, {'doi': '10.1108/IMDS-09-2015-0382'}, {'doi': '10.1162/105474601300343612'}, {'doi': '10.1177/009365000027004003'}, {'doi': '10.1016/j.jbusres.2005.03.011'}, {'doi': '10.1080/15252019.2015.1071677'}]","['Computer Science Applications', 'Human-Computer Interaction', 'Applied Psychology', 'Communication', 'General Medicine', 'Social Psychology']","['Soyoung Jung', 'Jiyoung Lee', 'Frank Biocca', 'Ji Won Kim']","[[{'name': 'S.I. School of Newhouse Public Communications, Syracuse University, Syracuse, New York.'}, {'name': 'M.I.N.D. Lab, Digital Design, School of Art &amp; Design College of Architecture &amp; Design, New Jersey Institute of Technology. Newark, New Jersey.'}], [{'name': 'S.I. School of Newhouse Public Communications, Syracuse University, Syracuse, New York.'}], [{'name': 'Department of Informatics, Ying Wu College of Computing, New Jersey Institute of Technology, Newark, New Jersey.'}], [{'name': 'S.I. School of Newhouse Public Communications, Syracuse University, Syracuse, New York.'}]]",2019.0,Augmented Reality in the Health Domain: Projecting Spatial Augmented Reality Visualizations on a Perceiver's Body for Health Communication Effects,http://dx.doi.org/10.1089/cyber.2018.0028,0
10.1007/s11042-010-0660-6,"[{'doi': '10.1109/ISIE.2008.4676964'}, {'doi': '10.1109/IEMBS.2006.259707'}, {'doi': '10.1007/s00779-007-0187-7'}, {'doi': '10.1109/38.963459'}, {'doi': '10.1089/1092642041255441'}, {'doi': '10.1109/ISMAR.2007.4538837'}, {'doi': '10.1109/MMUL.2007.33'}, {'doi': '10.1109/3DUI.2010.5444714'}, {'doi': '10.1007/978-3-540-78157-8_10'}, {'doi': '10.1145/1067343.1067357'}, {'doi': '10.1145/1152215.1152261'}, {'doi': '10.1109/ISMAR.2002.1115103'}, {'doi': '10.1007/978-3-540-72037-9_1'}, {'doi': '10.1109/VR.2007.352466'}, {'doi': '10.1109/ISWC.2005.44'}, {'doi': '10.1016/j.compbiomed.2010.01.006'}, {'doi': '10.1109/ISAR.2000.880934'}, {'doi': '10.1109/ITNG.2010.36'}, {'doi': '10.1109/ISUVR.2008.10'}, {'doi': '10.1109/ISCID.2008.120'}, {'doi': '10.1007/978-3-540-24678-7_6'}, {'doi': '10.4108/ICST.AMBISYS2008.2913'}, {'doi': '10.1145/1520340.1520626'}, {'doi': '10.1109/ISMAR.2008.4637334'}, {'doi': '10.1109/VR.2010.5444821'}, {'doi': '10.1002/cav.221'}, {'doi': '10.1109/ISMAR.2005.37'}, {'doi': '10.1109/CSIE.2009.930'}, {'doi': '10.1007/978-3-540-73335-5_61'}, {'doi': '10.1145/1631272.1631501'}, {'doi': '10.1109/ISMAR.2007.4538824'}]","['Computer Networks and Communications', 'Hardware and Architecture', 'Media Technology', 'Software']","['Julie Carmigniani', 'Borko Furht', 'Marco Anisetti', 'Paolo Ceravolo', 'Ernesto Damiani', 'Misa Ivkovic']","[[], [], [], [], [], []]",2010.0,"Augmented reality technologies, systems and applications",http://dx.doi.org/10.1007/s11042-010-0660-6,0
10.1145/3025453.3025860,"[{'doi': '10.1111/j.1365-2929.2004.01972.x'}, {'doi': '10.1007/s40037-013-0107-7'}, {'doi': '10.1002/ase.139'}, {'doi': '10.1162/pres.1997.6.4.355'}, {'doi': '10.1162/105474600566808'}, {'doi': '10.1007/978-3-642-02771-0_67'}, {'doi': '10.1109/VR.2012.6180909'}, {'doi': '10.1201/b10624'}, {'doi': '10.1145/1978942.1979437'}, {'doi': '10.1145/238386.238476'}, {'doi': '10.1145/274644.274673'}, {'doi': '10.1145/274644.274672'}, {'doi': '10.1007/s10459-012-9355-2'}, {'doi': '10.1002/ase.32'}, {'doi': '10.1002/acp.1086'}, {'doi': '10.1007/s10956-016-9619-3'}, {'doi': '10.1007/s10956-014-9526-4'}, {'doi': '10.1145/985692.985710'}, {'doi': '10.1016/j.cag.2009.06.001'}, {'doi': '10.1016/S0262-4079(13)60542-4'}, {'doi': '10.1109/ISWC.2006.286346'}, {'doi': '10.1145/2642918.2647383'}, {'doi': '10.1007/978-3-7091-6375-7_7'}, {'doi': '10.1145/1186822.1073206'}, {'doi': '10.5555/1289765.1289767'}, {'doi': '10.1108/17506160910960522'}, {'doi': '10.1191/1478088706qp063oa'}]",[],"['Thuong Hoang', 'Martin Reinoso', 'Zaher Joukhadar', 'Frank Vetere', 'David Kelly']","[[{'name': 'University of Melbourne, Melbourne, Victoria, Australia'}], [{'name': 'The University of Melbourne, Melbourne, VIC, Australia'}], [{'name': 'The University of Melbourne, Melbourne, VIC, Australia'}], [{'name': 'The University of Melbourne, Melbourne, VIC, Australia'}], [{'name': 'The University of Melbourne, Melbourne, VIC, Australia'}]]",2017.0,Augmented Studio,http://dx.doi.org/10.1145/3025453.3025860,0
10.1109/vr.2012.6180907,"[{'doi': '10.1109/TPAMI.1986.4767851'}, {'doi': '10.1007/s10055-012-0210-9'}, {'doi': '10.1109/CVPRW.2009.5204319'}, {'doi': '10.1023/A:1023084706295'}]",[],"['Samuel Audet', 'Masatoshi Okutomi', 'Masayuki Tanaka']","[[], [], []]",,Augmenting reality: On the shared history of perceptual illusion and video projection mapping,https://arxiv.org/abs/2005.14317,0
